index,contract,invoice_type,billing_type,1,2,3,4,5,6,7,8,9,10,11,12,fraud_consumption,fraud_flag,SERVICE_STATUS,POWER_SUSCRIBED,TARIFF,ACTIVITY_CMS,READWITH,SEGMENT,agency,zone,block
10555298,203259922,0,1,,,425,4,,11,,217,179,84,,1634,1980,1,2,6.6,1,0,2,0,735,17,0
7204692,203260459,0,1,,,911,220,0,1353,1423,5,2300,,1451,1536,7603,1,1,6.6,1,10,2,2,827,2,0
12217632,203260459,0,2,,,911,220,0,1353,1423,5,2300,,1451,1536,7603,1,1,6.6,1,10,2,2,827,2,0
3785773,203261064,0,2,,,0,,170,85,394,240,217,233,228,259,1267,1,4,2.2,1,3,1,1,735,13,0
2786229,203261064,0,1,,,0,,170,85,394,240,217,233,228,259,1267,1,4,2.2,1,3,1,1,735,13,0
9895050,203261294,0,1,,,,,,2033,1749,2493,5027,5682,4163,4053,25200,1,1,50,2,31,2,0,807,23,0
6601422,203262074,0,2,,,61,1480,1203,1181,1233,1010,1109,1919,1291,1990,20275,1,1,4.4,1,3,2,1,826,1,0
4540230,203262074,0,1,,,61,1480,1203,1181,1233,1010,1109,1919,1291,1990,20275,1,1,4.4,1,3,2,1,826,1,0
7312187,203263482,0,1,,,1652,761,764,865,275,94,0,,255,437,8554,1,4,6.6,1,6,2,4,823,15,0
6086899,203263484,0,1,,,311,21,,79,117,49,41,77,77,80,950,1,2,2.2,1,6,1,5,823,9,0
7469342,203263504,0,2,,,792,58,98,92,43,150,89,182,155,142,1584,1,1,4.4,1,6,1,3,829,1,0
785452,203263504,0,1,,,792,58,98,92,43,150,89,182,155,142,1584,1,1,4.4,1,6,1,3,829,1,0
2325482,203263516,0,1,,,103,118,129,64,67,0,0,0,0,0,7603,1,2,6.6,1,10,1,1,829,18,0
2325482,203263516,0,1,,,103,118,129,64,67,0,0,0,0,0,3168,1,2,6.6,1,10,1,1,829,18,0
390951,203263701,0,1,,,,0,1163,1643,1667,1688,,1485,1438,1327,2851,1,4,6.6,1,6,2,4,829,2,0
2842871,203263949,0,1,,,15,101,107,143,158,144,143,151,150,146,1901,1,2,3.3,1,0,1,0,822,2,0
13593261,203264539,0,1,,,12,32,23,44,50,55,66,39,50,55,1584,1,1,2.2,1,3,1,1,825,5,0
5920686,203265092,0,1,,,,763,661,0,50,243,79,51,75,52,1267,1,2,2.2,1,6,1,5,0,0,0
1829916,203265152,0,2,,,,359,0,493,216,275,197,394,386,12,2851,1,1,6.6,1,0,2,0,824,19,0
5514336,203265152,0,1,,,,359,0,493,216,275,197,394,386,12,2851,1,1,6.6,1,0,2,0,824,19,0
279812,203265587,0,1,,,272,695,614,63,,,,,,,4277,1,2,4.4,1,10,1,1,829,18,0
13105093,203266260,0,1,,,251,901,925,612,165,107,119,111,121,156,1584,1,1,6.6,1,15,1,1,821,2,0
3702440,203266389,0,1,,,,121,95,96,273,409,300,288,362,287,634,1,1,2.2,1,3,1,1,823,10,0
12481541,203266688,0,1,,,436,1198,1764,1081,450,348,485,588,539,799,6336,1,1,13.2,1,15,1,2,820,19,0
4597023,203266697,0,2,,,1673,1670,5558,3440,1811,267,1,0,0,669,13402,1,2,6.6,1,15,1,2,820,19,0
6743153,203266697,0,1,,,1673,1670,5558,3440,1811,267,1,0,0,669,13402,1,2,6.6,1,15,1,2,820,19,0
2794710,203268449,0,1,,,,2,15,149,158,43,270,172,132,163,238,1,4,2.2,1,3,1,1,735,20,0
7250527,203268623,0,1,,,1356,131,78,286,816,760,820,11,7147,1414,4277,1,1,6.6,1,3,2,2,830,9,0
7703329,203269744,0,1,,,,1,4,1,670,1382,804,859,911,286,3326,1,4,6.6,1,6,1,4,827,19,0
11136113,203270913,0,1,,,,1,164,,204,116,102,0,46,,12672,1,2,19.8,1,0,1,0,828,4,0
5201534,203270913,0,2,,,,1,164,,204,116,102,0,46,,12672,1,2,19.8,1,0,1,0,828,4,0
7498327,203270951,0,2,,,,108,112,,119,463,114,139,142,184,3802,1,2,2.2,1,6,1,5,833,6,0
5847106,203270951,0,1,,,,108,112,,119,463,114,139,142,184,3802,1,2,2.2,1,6,1,5,833,6,0
657575,203271244,0,1,,,,26,61,59,69,59,70,68,75,72,1584,1,1,2.2,1,3,1,1,825,5,0
1214450,203271560,0,1,,,,0,,,0,0,0,,,,1267,1,1,2.2,1,6,1,5,869,1,0
3932168,203271576,0,1,,,,1,189,0,428,634,201,78,178,143,7603,1,2,2.2,1,6,1,5,829,15,0
2200027,203272062,0,2,,,,524,167,162,85,140,81,110,38,387,634,1,1,2.2,1,10,1,1,833,4,0
842196,203272062,0,1,,,,524,167,162,85,140,81,110,38,387,634,1,1,2.2,1,10,1,1,833,4,0
6897291,203274301,0,1,,,,84,0,0,0,747,433,583,264,230,3960,1,1,6.6,1,3,1,2,735,18,0
9135910,203274301,0,2,,,,84,0,0,0,747,433,583,264,230,3960,1,1,6.6,1,3,1,2,735,18,0
6265085,203277623,0,1,,,,,5,,0,1593,,,1521,0,6336,1,1,6.6,1,6,2,4,823,10,0
818953,203277623,0,2,,,,,5,,0,1593,,,1521,0,6336,1,1,6.6,1,6,2,4,823,10,0
11147713,203277704,0,1,,,,,253,120,134,96,128,184,289,341,1901,1,1,6.6,1,6,2,4,823,6,0
10427588,203277739,0,1,,,,21,1346,,,7055,3482,3302,3828,2912,8237,1,1,66,1,22,2,2,832,13,0
3154851,203277745,0,1,,,,10,109,715,47775,21619,24986,22844,,,33108,1,2,66,1,22,2,2,832,12,0
390120,203277745,0,2,,,,10,109,715,47775,21619,24986,22844,,,33108,1,2,66,1,22,2,2,832,12,0
12429392,203277846,0,2,,,,,698,0,193,0,0,0,0,0,1584,1,2,19.8,1,3,1,2,824,1,0
67142,203277846,0,1,,,,,698,0,193,0,0,0,0,0,1584,1,2,19.8,1,3,1,2,824,1,0
850572,203278028,0,2,,,,0,49,32,70,34,47,0,0,0,3326,1,4,2.2,1,6,1,5,829,11,0
9446904,203278028,0,1,,,,0,49,32,70,34,47,0,0,0,3326,1,4,2.2,1,6,1,5,829,11,0
12269866,203278939,0,2,,,,,6433,1363,0,2305,595,87,0,0,3168,1,2,39.6,1,3,1,2,735,20,0
1160842,203278939,0,1,,,,,6433,1363,0,2305,595,87,0,0,3168,1,2,39.6,1,3,1,2,735,20,0
10094916,203279103,0,2,,,,,380,234,227,277,0,135,1254,1567,475,1,1,6.6,1,0,1,0,735,26,0
11459598,203279103,0,1,,,,,380,234,227,277,0,135,1254,1567,475,1,1,6.6,1,0,1,0,735,26,0
12038499,203280326,0,2,,,,,467,827,569,371,420,1895,1990,1332,1584,1,4,19.8,1,15,1,2,821,12,0
10617796,203280326,0,1,,,,,467,827,569,371,420,1895,1990,1332,1584,1,4,19.8,1,15,1,2,821,12,0
3154097,203281066,0,2,,,,,33,18,79,,70,0,100,90,634,1,4,2.2,1,3,1,1,735,21,0
8656886,203281066,0,1,,,,,33,18,79,,70,0,100,90,634,1,4,2.2,1,3,1,1,735,21,0
2743047,203281836,0,1,,,,,144,170,148,105,76,88,58,58,950,1,4,2.2,1,0,2,0,735,14,0
9062744,203282337,0,2,,,,,53,100,193,194,244,72,1205,718,2851,1,1,6.6,1,3,2,2,829,4,0
7204550,203282337,0,1,,,,,53,100,193,194,244,72,1205,718,2851,1,1,6.6,1,3,2,2,829,4,0
5828399,203283090,0,1,,,,,0,0,0,0,248,243,344,430,1584,1,1,6.6,1,6,1,3,820,15,0
9781339,203283939,0,1,,,,,,,755,269,272,351,404,315,238,1,1,2.2,1,0,1,0,802,1,0
1273070,203284698,0,1,,,,,,25,36,26,18,22,25,16,1267,1,1,2.2,1,3,1,1,735,11,0
71991,203284909,0,2,,,,,418,100,46,81,63,86,96,90,1267,1,1,6.6,1,3,1,1,829,4,0
4891411,203284909,0,1,,,,,418,100,46,81,63,86,96,90,1267,1,1,6.6,1,3,1,1,829,4,0
10753730,203289890,0,1,,,,,,179,616,630,671,571,646,660,6653,1,1,19.8,1,10,1,2,823,7,0
1952602,203290012,0,1,,,,,,168,538,961,2457,513,1577,1515,1980,1,2,66,1,10,2,2,824,1,0
8628212,203290012,0,2,,,,,,168,538,961,2457,513,1577,1515,1980,1,2,66,1,10,2,2,824,1,0
5309539,203290743,0,1,,,,,,9,,208,246,391,0,,1584,1,2,6.6,1,3,1,2,804,4,0
8708083,203293456,0,1,,,,,,,0,303,274,235,254,219,1584,1,1,6.6,1,0,1,0,802,1,0
1273160,203293613,0,1,,,,,,1,346,263,376,139,155,194,3168,1,1,2.2,1,0,2,0,832,15,0
839975,203297958,0,1,,,,,,,,3847,1821,1034,941,702,9780,1,1,19.8,1,6,1,4,827,11,0
5672383,203298734,0,1,,,,,,,,,0,,,,3326,1,1,39.6,1,6,1,4,805,4,0
2158253,203300513,0,2,,,,,,,6,5,242,61,116,74,713,1,4,3.3,1,5,1,1,890,42,0
5574327,203300513,0,1,,,,,,,6,5,242,61,116,74,713,1,4,3.3,1,5,1,1,890,42,0
3547958,203302265,0,1,,,,,,,1,,0,251,300,253,12672,1,2,6.6,1,6,1,4,831,8,0
2713409,203303521,0,2,,,,,,,1,210,177,76,68,0,238,1,1,6.6,1,3,1,2,823,6,0
6249135,203303521,0,1,,,,,,,1,210,177,76,68,0,238,1,1,6.6,1,3,1,2,823,6,0
10624434,203303868,0,1,,,,,,,,42,19,54,112,150,475,1,2,2.2,1,3,1,1,815,24,0
9733785,203305771,0,1,,,,,,,145,,,0,15,0,5702,1,1,2.2,1,6,1,5,829,13,0
8619651,203310555,0,1,,,,,,,503,2002,1976,787,163,393,13798,1,1,6.6,1,6,1,4,830,13,0
9837320,203311603,0,2,,,,,,,,,1,0,0,0,2851,1,2,2.2,1,6,1,5,832,3,0
5938248,203311603,0,1,,,,,,,,,1,0,0,0,2851,1,2,2.2,1,6,1,5,832,3,0
3983537,203312000,0,1,,,,,,,,320,87,223,298,1172,1584,1,1,2.2,1,6,1,5,825,4,0
2547001,203315085,0,1,,,,,,,,,135,136,119,150,950,1,4,2.2,1,3,1,1,735,10,0
514853,203317657,0,1,,,,,,,,,199,351,412,418,634,1,2,2.2,1,15,3,1,820,14,0
4673548,203318023,0,1,,,,,,,,,23,34,30,55,1584,1,1,2.2,1,0,1,0,960,21,0
11908543,203318305,0,1,,,,,,,,,0,0,79,0,634,1,4,6.6,1,6,1,3,802,8,0
11916621,203318305,0,2,,,,,,,,,0,0,79,0,634,1,4,6.6,1,6,1,3,802,8,0
2540704,203319836,0,1,,,,,,,,0,222,83,161,54,3168,1,2,2.2,1,6,1,5,829,1,0
7593742,203319836,0,2,,,,,,,,0,222,83,161,54,3168,1,2,2.2,1,6,1,5,829,1,0
1982141,203322296,0,1,,,,,,,,,44,245,,1023,1584,1,1,6.6,1,0,2,0,735,19,0
12969483,203322761,0,1,,,,,,,,,1822,,0,479,1584,1,1,13.2,1,5,2,2,832,13,0
1855458,203326806,0,1,,,,,,,,,,1,9,30,6653,1,2,3.3,1,6,1,5,831,15,0
571263,203327064,0,1,,,,,,,,,3000,,1186,0,8554,1,1,6.6,1,6,1,4,829,18,0
7974858,203327890,0,1,,,,,,,,,,,161,414,950,1,1,5.5,1,6,1,3,830,7,0
306065,203334842,0,1,,,,,,,,,,,26,41,19008,1,1,6.6,1,6,1,4,746,27,0
2552026,203338444,0,1,,,,,,,,,,19,587,285,1584,1,1,2.2,1,6,2,5,824,15,0
13553421,203341807,0,1,,,,,,,,,,,9,0,1584,1,2,6.6,1,6,1,3,807,14,0
3931406,203341807,0,2,,,,,,,,,,,9,0,1584,1,2,6.6,1,6,1,3,807,14,0
6220022,203356209,0,1,,,,,,,,,,,,2944,950,1,1,39.6,1,33,2,2,832,13,0
1854322,200706296,0,1,395,435,420,507,469,429,413,233,255,270,188,154,,,4,2.2,1,6,1,5,801,1,0
10786614,203124543,0,2,143,88,95,96,104,58,58,11,3,,15,20,,,1,2.2,1,6,1,5,874,5,0
3659978,201009906,0,1,158,177,126,152,155,133,163,89,46,33,30,57,,,1,1.1,1,6,1,5,883,4,0
2045378,201809151,0,1,79,168,160,176,194,166,175,184,179,190,74,130,,,1,3.3,1,6,1,5,825,4,0
9745248,203005467,0,2,7,92,70,,269,10,19,174,51,36,49,55,,,1,2.2,1,6,1,5,326,1,0
5980583,203286176,0,2,,,,,,,,,409,112,99,96,,,1,1.1,1,6,1,5,101,8,0
2733983,201890112,0,1,190,0,0,0,101,132,140,144,145,159,139,33,,,2,2.2,1,6,1,5,805,7,0
9289308,201025227,0,1,114,138,117,147,157,170,146,156,161,151,150,119,,,1,2.2,1,6,1,5,884,2,0
8471913,201418405,0,1,49,51,57,51,52,52,52,26,40,26,72,135,,,1,2.2,1,3,1,1,30,2,0
2224112,200230422,0,2,873,1322,917,1120,1033,664,794,851,763,989,883,,,,1,19.8,1,3,2,2,824,17,0
9515192,203064110,0,1,190,,605,351,143,271,225,272,472,212,184,168,,,1,2.2,1,14,1,1,611,6,0
3994948,200715583,0,2,117,157,39,90,111,91,95,104,73,108,88,86,,,4,2.2,1,6,1,5,801,5,0
3188765,201918659,0,1,187,178,196,329,159,143,159,148,167,202,182,240,,,4,6.6,1,6,2,4,833,5,0
12655795,201186309,0,1,20,54,43,37,7,21,22,24,18,19,15,14,,,1,1.1,1,6,1,5,363,1,0
9788548,201980124,0,1,85,116,82,0,1,0,358,0,,291,92,98,,,6,2.2,1,6,1,5,609,4,0
8880583,203271160,0,1,,,,52,150,69,98,101,81,87,95,97,,,4,2.2,1,6,1,5,801,7,0
136810,201954787,0,1,140,246,197,297,197,269,259,137,204,195,261,288,,,4,4.4,1,6,1,3,825,14,0
8256921,203202243,0,1,83,96,106,134,127,122,102,107,87,118,96,93,,,4,2.2,1,6,1,5,806,9,0
3081284,202201936,0,1,43,41,38,49,45,56,79,63,61,17,23,7,,,1,2.2,1,3,1,1,610,3,0
3898705,200957788,0,1,91,220,189,372,293,195,289,259,268,459,,,,,1,2.2,1,3,1,1,843,1,0
243727,203260161,0,1,,,44,51,0,0,0,0,351,0,0,0,,,1,2.2,1,0,1,0,861,2,0
10847663,203340146,0,1,,,,,,,,,,,4,4,,,1,2.2,1,0,1,0,735,23,0
6470058,201670852,0,1,150,164,162,130,128,127,141,174,168,166,212,141,,,1,6.6,1,6,1,3,964,10,0
4888386,201834646,0,2,102,115,13,89,76,71,78,,207,63,86,98,,,1,2.2,1,6,1,5,886,4,0
1613095,200874687,0,1,24,39,34,41,36,51,55,41,39,38,44,32,,,1,2.2,1,6,1,5,808,7,0
122079,201674264,0,1,38,48,69,69,65,52,68,82,47,59,83,46,,,1,2.2,1,6,1,5,220,14,0
6991040,200969049,0,1,16,21,22,18,29,22,21,7,19,28,31,30,,,1,2.2,1,6,1,5,846,4,0
12829761,202009339,0,2,273,184,460,242,240,278,246,300,241,108,389,30,,,1,2.2,1,6,1,5,874,8,0
1344932,200728680,0,1,89,103,87,92,103,93,96,106,88,93,95,101,,,1,2.2,1,6,1,5,617,3,0
11313232,201873928,0,1,65,39,118,229,199,10,0,282,157,,164,56,,,1,6.6,1,0,1,0,849,2,0
12996330,200765335,0,1,122,122,93,68,53,81,90,128,104,71,72,79,,,1,2.2,1,3,1,1,803,14,0
12023643,202402035,0,1,,,203,0,0,0,,0,,,0,0,,,2,2.2,1,6,1,5,866,9,0
9756934,203035507,0,1,67,92,87,61,70,29,62,131,,,,,,,1,2.2,1,6,1,5,887,9,0
7277277,200188758,0,2,46,37,41,236,110,119,133,71,36,29,107,37,,,2,2.2,1,6,3,5,822,2,0
1135971,202974163,0,1,54,35,57,87,54,43,20,46,49,61,52,67,,,1,2.2,1,6,1,5,746,27,0
10000260,201946898,0,1,42,44,40,53,46,31,35,23,9,5,4,9,,,1,4.4,1,4,1,1,871,2,0
2382431,201566208,0,1,1,,3,,2,2,,5,398,125,126,135,,,1,2.2,1,6,1,5,610,3,0
13329718,201931344,0,1,10,16,14,5,7,12,5,6,12,14,5,13,,,1,1.1,1,0,1,0,239,38,0
9832236,200287136,0,1,88,49,249,16,67,87,96,120,112,108,96,109,,,1,1.1,1,6,1,5,828,6,0
1382543,203142035,0,2,34,69,46,38,47,40,49,44,45,46,49,41,,,1,2.2,1,6,1,5,863,13,0
8275741,203109889,0,1,89,80,102,83,84,71,78,75,53,107,75,71,,,4,2.2,1,0,1,0,828,28,0
9961609,201768773,0,1,,,21,,,,,,,0,0,0,,,1,1.1,1,0,1,0,30,20,0
12279788,200736650,0,1,62,98,85,70,87,79,88,62,93,37,79,72,,,4,2.2,1,6,1,5,802,4,0
1248671,200712665,0,1,123,22,40,21,61,64,0,0,30,33,29,28,,,1,2.2,1,6,1,5,801,4,0
7126759,202950755,0,2,7,6,9,39,13,17,30,,,58,,39,,,1,2.2,1,3,1,1,614,2,0
11586497,200979346,0,1,174,205,178,355,311,272,235,275,341,284,232,228,,,1,2.2,1,6,1,5,881,5,0
12335544,203286326,0,1,,,,,,2,103,54,101,106,126,143,,,1,2.2,1,6,1,5,825,6,0
9874206,203301703,0,1,,,,,,,1,32,84,69,84,75,,,1,2.2,1,6,1,5,610,2,0
675485,203245831,0,1,61,169,174,131,150,152,88,29,122,2,50,10,,,1,2.2,1,6,1,5,871,14,0
10694116,200852223,0,1,142,145,162,152,174,153,200,213,133,155,135,120,,,1,2.2,1,6,1,5,611,9,0
5327495,200280909,0,1,27,19,28,34,17,35,181,124,13,12,7,29,,,1,2.2,1,6,1,5,828,2,0
12339509,201239341,0,1,38,45,65,58,68,76,64,127,115,93,76,85,,,1,2.2,1,6,1,5,862,17,0
2370388,202013841,0,2,66,64,74,53,42,55,61,54,54,40,58,48,,,1,2.2,1,6,1,5,868,3,0
2821706,200782792,0,1,41,37,38,39,40,30,45,39,78,34,72,32,,,4,2.2,1,6,1,5,804,6,0
3295859,201941087,0,2,261,,48,314,365,316,322,396,430,272,256,273,,,1,2.2,1,6,1,5,611,7,0
2746998,201003395,0,2,77,81,69,74,56,61,64,67,,138,,,,,1,3.3,1,6,1,5,882,9,0
8477958,203051084,0,1,71,188,187,120,0,0,0,0,1,,,,,,2,2.2,1,3,1,1,914,2,0
11199632,201505216,0,1,,37,12,,,39,64,13,16,36,28,11,,,1,2.2,1,6,1,5,815,34,0
4863758,203242566,0,1,23,35,47,39,18,47,48,50,52,38,40,55,,,1,2.2,1,0,1,0,921,5,0
2912465,201455766,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0.66,1,6,1,5,92,11,0
8675269,201894837,0,2,327,902,213,599,628,467,405,516,464,575,569,603,,,1,9.9,1,0,1,0,620,2,0
13463407,201995344,0,1,2,2,2,1,1,2,2,2,1,1,1,1,,,1,1.1,1,6,1,5,851,21,0
1292909,200737665,0,1,2,4,0,2,1,5,6,3,3,6,3,2,,,1,2.2,1,6,1,5,802,8,0
100299,201437370,0,1,8,31,19,29,18,3,51,14,137,23,21,12,,,1,1.1,1,6,1,5,76,11,0
12026836,203140558,0,2,52,66,60,61,71,66,63,75,65,29,115,67,,,1,2.2,1,6,1,5,614,1,0
11678170,201364337,0,1,56,78,71,76,67,53,38,147,90,113,78,87,,,1,2.2,1,6,1,5,874,7,0
3718098,200308159,0,1,371,454,321,329,422,342,394,381,329,426,393,451,,,4,19.8,1,6,1,4,829,12,0
5311662,201638541,0,1,56,71,156,228,224,154,169,97,100,109,140,91,,,1,2.2,1,6,1,5,210,15,0
3074671,200803055,0,1,354,365,355,399,404,391,374,443,374,445,368,354,,,1,3.3,1,6,1,5,805,5,0
7052851,200900865,0,1,220,216,206,253,454,327,314,388,285,514,409,636,,,1,19.8,1,14,1,2,182,1,0
12086957,201156332,0,2,141,154,,,96,148,139,124,136,147,90,120,,,1,6.6,1,6,1,4,294,1,0
6957829,201284653,0,1,7,7,4,2,3,10,6,5,4,13,6,6,,,1,2.2,1,6,1,5,867,2,0
4548914,201887631,0,1,35,25,26,45,44,52,51,88,93,70,77,43,,,1,2.2,1,6,1,5,862,10,0
7413961,201234778,0,1,1,3,8,53,108,109,88,78,20,6,37,88,,,1,2.2,1,10,1,1,862,3,0
9086423,201156517,0,1,59,15,75,48,43,44,40,35,0,0,0,1,,,1,1.1,1,6,1,5,294,1,0
7010113,200834567,0,2,234,247,240,193,157,160,166,189,288,202,,,,,4,2.2,1,6,1,5,807,2,0
8408208,201151779,0,1,61,36,35,33,57,78,67,71,74,34,,,,,1,2.2,1,6,1,5,291,9,0
5420229,203025351,0,1,134,148,145,140,139,179,146,169,185,130,181,133,,,1,2.2,1,6,1,5,964,3,0
12235994,200073259,0,1,516,454,520,470,600,622,545,660,504,464,551,586,,,1,3.3,1,6,1,5,820,14,0
13154943,201940507,0,1,188,203,259,273,321,141,61,296,270,283,252,327,,,1,2.2,1,6,1,5,617,5,0
12487641,202219536,0,1,0,15,133,166,174,164,157,137,99,128,93,100,,,1,2.2,1,0,1,0,210,12,0
7011797,201229225,0,1,17,19,20,12,15,21,16,25,18,20,26,24,,,1,2.2,1,6,1,5,862,1,0
629639,201720965,0,1,6,2,4,6,1,7,6,8,10,10,5,4,,,1,2.2,1,6,1,5,862,10,0
11166196,203234573,0,1,21,17,15,16,10,15,15,12,14,25,20,19,,,1,2.2,1,6,1,5,362,2,0
1014086,200212835,0,1,131,122,107,62,96,89,118,142,119,93,106,113,,,4,1.1,1,3,1,1,823,9,0
11983264,201272864,0,2,2,3,3,24,17,8,4,6,113,78,69,85,,,1,2.2,1,6,1,5,865,2,0
5950959,201360704,0,1,22,42,25,40,19,26,33,21,17,21,12,16,,,1,6.6,1,3,1,1,874,7,0
2947351,203259508,0,2,,97,211,244,,95,0,2,37,30,,,,,4,2.2,1,0,1,0,828,6,0
2498820,201592299,0,1,75,40,80,95,90,65,73,79,90,48,68,58,,,1,2.2,1,6,1,5,200,4,0
3684904,201824825,0,2,56,52,25,21,50,44,19,58,,,,173,,,1,2.2,1,6,1,5,879,14,0
10500164,202797586,0,1,127,186,160,185,177,179,178,149,187,197,189,187,,,1,2.2,1,6,1,5,613,10,0
5991010,201586372,0,1,42,49,79,47,50,42,15,10,10,28,18,39,,,1,2.2,1,6,1,5,463,2,0
7223137,203236519,0,1,,,288,151,122,119,449,190,179,166,187,179,,,1,2.2,1,0,1,0,618,2,0
12444244,201393722,0,1,1,1,1,0,3,1,2,1,1,1,1,4,,,1,1.1,1,6,1,5,11,33,0
10788183,201990984,0,1,48,36,45,45,50,36,20,29,27,35,37,34,,,4,2.2,1,6,1,5,823,3,0
11135737,201535206,0,1,0,541,98,184,319,178,99,90,491,308,49,376,,,1,2.2,1,6,1,5,890,46,0
9844525,201370920,0,2,135,136,138,109,129,200,142,341,317,248,252,215,,,1,1.1,1,6,1,5,874,5,0
6859280,201775879,0,1,3,4,2,1,2,0,1,0,0,2,36,54,,,1,2.2,1,14,1,1,863,6,0
4921713,201383668,0,1,52,33,40,55,51,42,33,38,41,35,40,33,,,1,2.2,1,0,1,0,823,10,0
5449685,201888520,0,2,0,7,4,6,6,4,4,5,6,4,6,4,,,1,1.1,1,6,1,5,103,11,0
6859077,202560385,0,1,,,,,,,,,,216,,,,,1,2.2,1,14,1,1,863,12,0
2236086,201822436,0,1,1,0,0,2,0,0,0,0,0,,,,,,1,2.2,1,6,1,5,293,7,0
4182864,201835887,0,1,,,,39,24,165,193,132,126,172,114,132,,,1,2.2,1,6,1,5,874,6,0
12174404,200915571,0,1,0,0,0,0,,,,,,,,,,,2,2.2,1,6,1,5,837,11,0
10716576,203027946,0,1,167,171,184,179,176,194,190,148,105,113,108,134,,,2,2.2,1,6,3,5,617,4,0
11068039,201224459,0,1,2,39,98,90,88,65,53,59,64,54,33,33,,,1,2.2,1,6,1,5,861,5,0
12070023,201773716,0,1,345,414,366,234,5,3,4,4,4,5,4,5,,,1,6.6,1,3,1,1,830,4,0
12635943,203167318,0,1,32,15,23,24,20,16,25,39,24,25,26,88,,,1,2.2,1,3,1,1,735,12,0
10997379,201726598,0,2,30,25,34,34,20,30,20,14,20,22,21,28,,,2,2.2,1,0,1,0,822,10,0
7504914,201509017,0,1,194,200,171,196,202,259,187,228,269,257,220,256,,,1,2.2,1,3,1,1,816,32,0
11002496,201934257,0,1,8,,,8,16,0,0,0,0,0,0,0,,,1,2.2,1,6,1,5,960,28,0
11564186,201211954,0,1,80,111,100,103,86,85,75,80,86,83,91,76,,,1,2.2,1,6,1,5,462,5,0
12732206,200717230,0,1,110,87,125,85,50,114,79,96,125,105,167,111,,,4,2.2,1,6,1,5,801,6,0
5658668,201353842,0,1,156,75,29,61,53,68,63,39,,,292,73,,,1,2.2,1,6,1,5,874,10,0
2413283,203248541,0,1,2,5,2,4,32,7,385,490,558,409,402,362,,,1,2.2,1,0,2,0,806,11,0
5930524,203180987,0,1,33,19,17,33,36,21,31,18,25,43,116,123,,,1,2.2,1,6,1,5,890,31,0
3825829,201734154,0,1,46,28,13,22,48,22,12,38,48,26,35,91,,,1,19.8,1,3,1,2,140,5,0
6699400,201708920,0,1,10,9,35,47,38,25,20,39,85,50,69,57,,,1,2.2,1,6,1,5,915,4,0
1545245,200280641,0,2,12,6,0,5,5,3,2,3,1,3,1,4,,,1,3.3,1,6,1,5,828,2,0
12140420,201642780,0,1,57,39,38,39,34,51,44,43,35,34,35,23,,,1,2.2,1,6,1,5,210,18,0
5516,201907622,0,2,194,144,124,139,154,162,157,169,181,109,100,100,,,1,2.2,1,6,1,5,881,12,0
1906721,200333160,0,1,166,169,150,154,184,159,155,177,168,196,161,145,,,1,2.2,1,1,1,1,832,2,0
8500388,200194125,0,2,91,84,96,104,84,88,83,80,92,111,43,88,,,1,2.2,1,6,1,5,822,8,0
12748550,200951555,0,1,4,1,0,4,4,1,0,1,1,4,4,0,,,1,2.2,1,6,1,5,841,5,0
6241533,201731111,0,1,192,218,144,199,198,157,160,203,71,39,181,231,,,1,2.2,1,6,1,5,825,14,0
8323944,201329556,0,2,12,7,7,9,9,9,7,12,,,22,22,,,1,2.2,1,6,1,5,871,3,0
7756410,200335706,0,1,,,,,,,,,,0,,,,,2,2.2,1,6,1,5,832,5,0
8807750,203189969,0,1,0,,,,1,9,9,20,29,13,15,10,,,1,2.2,1,6,1,5,746,22,0
1940074,203017206,0,1,2,9,5,3,23,16,11,15,67,20,27,31,,,1,2.2,1,6,1,5,216,3,0
8425411,201020187,0,2,57,47,27,5,45,,,,,,,,,,1,2.2,1,6,1,5,883,20,0
2485303,201883853,0,1,79,93,103,87,147,119,0,,,,,,,,2,2.2,1,3,1,1,0,0,0
12991689,201223154,0,1,60,61,59,56,63,62,55,55,36,58,62,124,,,1,2.2,1,6,1,5,861,3,0
375624,201859184,0,1,77,94,89,103,106,65,102,62,69,43,25,68,,,1,2.2,1,6,1,5,828,27,0
8002651,202017718,0,1,58,51,52,50,55,30,42,32,35,36,36,55,,,1,2.2,1,6,1,5,840,9,0
306778,201177701,0,1,40,54,44,42,33,31,33,50,42,48,40,47,,,1,3.3,1,6,1,5,341,5,0
7371912,203222671,0,1,5,14,12,17,41,37,34,38,32,28,25,23,,,1,2.2,1,6,1,5,838,3,0
3020310,202001743,0,2,37,75,31,47,,102,50,49,,,49,29,,,1,2.2,1,6,1,5,808,7,0
9112890,201440809,0,1,100,33,53,59,55,57,56,60,61,54,75,91,,,1,2.2,1,6,1,5,80,1,0
2079963,200848505,0,1,250,,,491,152,198,,424,172,,,,,,4,6.6,1,6,1,4,807,13,0
10835984,202349735,0,1,,,,0,,0,,0,,,,,,,1,2.2,1,6,1,5,614,2,0
3509229,202926551,0,1,31,28,28,27,20,36,35,6,12,22,31,30,,,1,2.2,1,6,1,5,921,9,0
556562,200992684,0,1,248,237,245,263,231,300,268,258,,599,257,279,,,1,2.2,1,6,1,5,882,2,0
